Ticket_ID,Student_ID,Category,Complaint_Text,Priority,Status,Date_Submitted,Unnamed: 0.1,Unnamed: 0
TCKT0203,S10203,Academic Support and Resources,بحاجة لتعديل مواعيد المحاضرات لتتناسب مع جدول الطالب.,Medium,Open,2024-10-21,,
TCKT0204,S10204,IT,المنصة الإلكترونية تواجه أعطال مستمرة خلال فترات الامتحانات.,Urgent,Open,2024-12-14,,
TCKT0205,S10205,Financial Support,الرسوم الإضافية غير مفسرة ومسببة لحالة من التوتر لدي.,Medium,In Progress,2025-02-04,,
TCKT0206,S10206,Student Affairs,عدم وجود تنظيم كافي في أماكن الاستراحة يؤثر على الطلاب.,Low,Open,2024-11-10,,
TCKT0207,S10207,Academic Support and Resources,المكتبة بحاجة لتوفير مزيد من النسخ الورقية والرقمية للمواد.,Medium,Open,2025-01-29,,
TCKT0208,S10208,IT,تسجيل الدخول للمنصة صعب ولا يعمل سريعاً على بعض الأجهزة.,Medium,Open,2024-12-02,,
TCKT0209,S10209,Financial Support,عدم وضوح في شروط القروض والاعانات يؤدي إلى تأخير الإجراءات.,High,Open,2025-03-12,,
TCKT0210,S10210,Student Affairs,تأخر صيانة المعدات الرياضية يؤثر على برامج النادي.,Medium,Open,2024-10-29,,
TCKT0211,S10211,Academic Support and Resources,التدريب العملي في المختبرات غير كافي وغير متكرر بشكل منتظم.,Medium,Open,2024-09-25,,
TCKT0212,S10212,IT,مشاكل تقنية تمنع تحميل المحاضرات المسجلة باستمرار.,Urgent,Open,2025-03-22,,
TCKT0213,S10213,Financial Support,التأخير في دفع الرسوم يجعل من الصعب تنظيم الميزانية الشخصية.,High,Open,2024-11-16,,
TCKT0214,S10214,Student Affairs,الإضاءة غير كافية في ممرات الكليات مما يسبب مضايقات.,Medium,Open,2025-02-05,,
TCKT0215,S10215,Academic Support and Resources,نقص إيضاحات في المواد وغياب التوجيه من الأساتذة.,Medium,In Progress,2024-11-18,,
TCKT0216,S10216,IT,قلة الدعم التقني يؤدي لتعطيل العمليات الأكاديمية يومياً.,Medium,Open,2025-01-28,,
TCKT0217,S10217,Financial Support,الإجراءات المالية معقدة وغير واضحة للطلاب الجدد.,Medium,Open,2024-09-27,,
TCKT0218,S10218,Student Affairs,الأماكن المخصصة للدراسة الجماعية ضيقة وغير منظمة.,Low,Open,2024-12-22,,
TCKT0219,S10219,Academic Support and Resources,المواد الدراسية الغير متاحة تعيق التقدم الدراسي.,High,Open,2025-01-15,,
TCKT0220,S10220,IT,مشاكل الشبكة تؤثر على الاستفادة الكاملة من المنصة التعليمية.,Urgent,In Progress,2024-10-13,,
TCKT0221,S10221,Financial Support,رسوم الخدمات غير معلنة مسبقا وده بيخلق ارتباك عند الطلاب.,Medium,Open,2024-11-02,,
TCKT0222,S10222,Student Affairs,اكتظاظ الطلاب في الكافتيريا يقلل من فرص الحصول على الطعام.,Medium,Open,2025-02-18,,
TCKT0223,S10223,Academic Support and Resources,الأجهزة والبرمجيات في المختبرات بحاجة لترقية وتحديث.,Medium,Open,2024-10-30,,
TCKT0224,S10224,IT,الدعم الفني يتأخر في الرد ومعالجة مشاكل النظام.,High,In Progress,2025-03-08,,
TCKT0225,S10225,Financial Support,الإعانات المالية لا توزع بشكل عادل بين الطلاب المحتاجين.,Medium,Open,2024-11-07,,
TCKT0226,S10226,Student Affairs,قلة الأنشطة الطلابية تجعل الحياة الجامعية رتيبة وغير محفزة.,Low,Open,2025-01-11,,
TCKT0227,S10227,Academic Support and Resources,تأخر إضافة المواد الجديدة على المنصة يضر بخطط الدراسة.,Medium,Open,2024-09-24,,
TCKT0228,S10228,IT,تطبيق الجامعة غير متاح في بعض الهواتف الذكية مما يحد من الاستخدام.,Medium,Open,2024-12-01,,
TCKT0229,S10229,Financial Support,عدم شفافية الرسوم يسبب مشاكل في تنظيم الشؤون المالية.,High,Open,2025-02-14,,
TCKT0230,S10230,Student Affairs,النظافة في المرافق العامة ضعيفة وتتطلب تحسين مستمر.,Medium,Open,2024-10-23,,
TCKT0231,S10231,Academic Support and Resources,توجيه أكاديمي محدود جدا ولا يغطي جميع احتياجات الطلاب.,Medium,Open,2024-11-26,,
TCKT0232,S10232,IT,صعوبة الوصول للمحتوى التعليمي بسبب نظام التسجيل المعقد.,Medium,Open,2025-01-07,,
TCKT0233,S10233,Financial Support,تأخير استلام الرسوم يسبب لي مشاكل مع إدارة الجامعة.,High,Open,2024-12-19,,
TCKT0234,S10234,Student Affairs,المواقف غير كافية مما يسبب إلإزدحام والضوضاء.,Medium,Open,2025-03-20,,
TCKT0235,S10235,Academic Support and Resources,عدم توفر المواد التعليمية المطلوبة بسبب نقص التمويل.,High,Open,2024-11-13,,
TCKT0236,S10236,IT,المشاكل التقنية مع النظام الإداري تتكرر بكثرة.,Medium,In Progress,2024-09-22,,
TCKT0237,S10237,Financial Support,التقارير المالية ليست واضحة وتجعل من الصعب معرفة المستحقات.,Medium,Open,2025-02-13,,
TCKT0238,S10238,Student Affairs,إضاءة الممرات غير كافية وتشكل خطر على تحركات الطلاب.,Urgent,In Progress,2024-10-28,,
TCKT0239,S10239,Academic Support and Resources,الدورات التدريبية عبر الإنترنت غير مكتملة وغير فعالة.,Medium,Open,2025-03-06,,
TCKT0240,S10240,IT,النظام الإلكتروني يعاني من أعطال كثيرة ومن دون إصلاح سريع.,High,In Progress,2024-11-04,,
TCKT0241,S10241,Financial Support,المصاريف الدراسية تزداد كل عام بدون توضيح للأسباب.,Medium,Open,2025-01-24,,
TCKT0242,S10242,Student Affairs,الضجيج في السكن يؤثر على نومنا وتركيزنا في الدراسة.,Medium,Open,2024-10-17,,
TCKT0243,S10243,Academic Support and Resources,مواعيد المحاضرات غير متوافقة مع حياة الطالب العملية.,High,Open,2024-12-15,,
TCKT0244,S10244,IT,نقص الدعم الفني خلال عطلات نهاية الأسبوع يعيق حل المشاكل.,Medium,Open,2025-02-20,,
TCKT0245,S10245,Financial Support,الطلاب الذين يستحقون المساعدات المالية لم يحصلوا عليها.,Medium,Open,2024-11-28,,
TCKT0246,S10246,Student Affairs,النظام الأمني في الجامعة ضعيف وغير قادر على حماية الطلاب.,High,Open,2025-01-09,,
TCKT0247,S10247,Academic Support and Resources,الأدوات في المختبر غير صالحة للاستخدام ولا تُحدث.,Medium,Open,2024-10-31,,
TCKT0248,S10248,IT,تسجيل الدخول للنظام يتطلب خطوات معقدة ويحدث أخطاء.,Medium,Open,2024-12-06,,
TCKT0249,S10249,Financial Support,رسوم إضافية تظهر بشكل غير متوقع وتُربك الطلاب.,Medium,Open,2025-03-10,,
TCKT0250,S10250,Student Affairs,ضغط السكن عالي جداً، والبيئة غير مناسبة للدراسة.,High,Open,2024-11-11,,
TCKT0251,S10251,Financial Support,المساعدات المالية متأخرة، والجامعة مش بتوضح أسباب التأخير.,Medium,Open,2024-10-12,,
TCKT0252,S10252,Student Affairs,الإنترنت في السكن غير مستقر وده بيأثر على الدراسة.,High,In Progress,2025-01-22,,
TCKT0253,S10253,Academic Support and Resources,أسئلة الامتحانات غير واضحة والشرح ضعيف.,Medium,Open,2024-11-16,,
TCKT0254,S10254,IT,نظام تسجيل المواد بيتعطل باستمرار، وده بيأخر الإجراءات.,Urgent,In Progress,2024-12-11,,
TCKT0255,S10255,Financial Support,التأخر في دفع الأقساط يسبب مشاكل كبيرة للطلاب.,High,Open,2025-02-02,,
TCKT0256,S10256,Student Affairs,عدم توفر أماكن كافية للطلبة داخل السكن.,Medium,Open,2024-10-28,,
TCKT0257,S10257,Academic Support and Resources,مواد الدراسة غير متوفرة بصيغ رقمية.,Medium,Open,2025-01-10,,
TCKT0258,S10258,IT,الدعم الفني بطيء في معالجته للمشاكل التقنية.,Medium,In Progress,2024-11-03,,
TCKT0259,S10259,Financial Support,شروط الاستفادة من المنح غير واضحة كفاية.,Medium,Open,2024-09-25,,
TCKT0260,S10260,Student Affairs,الأنشطة الطلابية قليلة والمشاركة فيها ضعيفة.,Low,Open,2025-03-08,,
TCKT0261,S10261,Academic Support and Resources,مواعيد الدروس التكميلية غير مناسبة لجدولنا.,Medium,Open,2024-10-19,,
TCKT0262,S10262,IT,الموقع الرسمي للجامعة بطيء وغير مستقر.,High,Open,2025-01-26,,
TCKT0263,S10263,Financial Support,مبلغ الرسوم مش واضح ومتغير من شهر لشهر.,Medium,Open,2024-11-27,,
TCKT0264,S10264,Student Affairs,عدم وضوح في إجراءات الترخيص للأندية الطلابية.,Medium,Open,2025-02-13,,
TCKT0265,S10265,Academic Support and Resources,المكتبة غير كافية لتلبية احتياجات الطلاب.,Medium,In Progress,2024-12-17,,
TCKT0266,S10266,IT,تسجيل الدخول للنظام صعب جدا ومربك.,Medium,Open,2024-10-30,,
TCKT0267,S10267,Financial Support,الرسوم المتأخرة تسبب أزمة تمويلية لي.,Urgent,Open,2025-01-15,,
TCKT0268,S10268,Student Affairs,مرافق السكن بحاجة لصيانة عاجلة.,High,In Progress,2024-09-19,,
TCKT0269,S10269,Academic Support and Resources,عدم توفر بعض المواد الدراسية إلكترونياً يسبب تأخير.,Medium,Open,2025-03-03,,
TCKT0270,S10270,IT,مشاكل متكررة في تحميل محتوى المحاضرات.,High,Open,2024-11-21,,
TCKT0271,S10271,Financial Support,التأخير في صرف المنح بيأثر مباشرًا على دراستي.,High,In Progress,2024-10-23,,
TCKT0272,S10272,Student Affairs,الإضاءة في صالات الدراسة غير كافية.,Medium,Open,2025-01-20,,
TCKT0273,S10273,Academic Support and Resources,الدورات التدريبية قديمة ولا تواكب التطور.,Medium,Open,2024-12-01,,
TCKT0274,S10274,IT,الدعم الفني غير متاح بشكل مستمر أثناء الأزمات.,Medium,Open,2025-02-21,,
TCKT0275,S10275,Financial Support,التكاليف المتغيرة تؤثر على التخطيط المالي للطلاب.,Medium,Open,2024-11-08,,
TCKT0276,S10276,Student Affairs,ضغط السكن عالي جداً ومش فيه حلول واضحة.,High,Open,2025-03-06,,
TCKT0277,S10277,Academic Support and Resources,مواعيد المحاضرات مش متناسقة مع جدول الامتحانات.,Medium,Open,2024-10-14,,
TCKT0278,S10278,IT,المنصة التعليمية تتوقف أثناء المحاضرات أحيانًا.,Urgent,Open,2025-01-04,,
TCKT0279,S10279,Financial Support,المعلومات المالية للجامعة ليست شفافة بما فيه الكفاية.,Medium,Open,2024-09-29,,
TCKT0280,S10280,Student Affairs,الأسعار في الكافتيريا مرتفعة غير متناسبة مع جودة الطعام.,Low,Open,2024-12-12,,
TCKT0281,S10281,Academic Support and Resources,أساتذة بعض المواد لا يتعاونون في تقديم الدعم.,High,Open,2025-01-29,,
TCKT0282,S10282,IT,التطبيق الخاص بالحجز الإلكتروني يعاني من مشاكل متكررة.,Medium,Open,2024-10-31,,
TCKT0283,S10283,Financial Support,التقارير المالية غير موثوقة وفيها أخطاء متكررة.,Medium,Open,2025-02-18,,
TCKT0284,S10284,Student Affairs,طرق الانضمام للنوادي ليست واضحة ولا منظمة.,Medium,Open,2024-11-19,,
TCKT0285,S10285,Academic Support and Resources,مستوى التعليم الالكتروني ضعيف ويحتاج لتطوير.,High,In Progress,2025-03-09,,
TCKT0286,S10286,IT,تطبيق الجامعة يبداً بشكل بطيء ويتوقف أحيانًا.,Medium,Open,2024-09-24,,
TCKT0287,S10287,Financial Support,المسائل المتعلقة بالرسوم الدراسية تسبب ارتباكاً للطلاب.,Medium,In Progress,2025-01-11,,
TCKT0288,S10288,Student Affairs,قلة مواقف السيارات تسبب مشاكل يومية للطلّاب.,Low,Open,2024-12-26,,
TCKT0289,S10289,Academic Support and Resources,الدورات التدريبية قصيرة جدا ولا تغطي المحتوى بشكل كافٍ.,Medium,Open,2025-02-02,,
TCKT0290,S10290,IT,المختبرات الرقمية تواجه تشويشًا ومشاكل تقنية.,High,In Progress,2024-10-27,,
TCKT0291,S10291,Financial Support,الإجراءات البيروقراطية تعيق صرف المنح في الوقت المناسب.,Medium,Open,2024-11-05,,
TCKT0292,S10292,Student Affairs,الضوضاء في السكن تؤثر على التركيز أثناء الدراسة.,Medium,Open,2025-01-18,,
TCKT0293,S10293,Academic Support and Resources,المحاضرات غير منظمة وبعض المواد غير ميسرة.,High,Open,2024-12-14,,
